KODE REKENING,URAIAN,JUMLAH,DASAR HUKUM
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 1,Belanja Pegawai,203800000,
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,315850000,
1.20 . 1.20.03 . 28 . 03,Evaluasi dan Pelaporan Administrasi Kegiatan Fisik dan Non Fisik,547550000,
1.20 . 1.20.03 . 28 . 03 . 5 . 2 . 1,Belanja Pegawai,111148000,
1.20 . 1.20.03 . 28 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,436402000,
1.20 . 1.20.03 . 28 . 09,Fasilitasi Pembinaan Pengadaan Barang dan Jasa,790907931,
1.20 . 1.20.03 . 28 . 09 . 5 . 2 . 1,Belanja Pegawai,626200000,
1.20 . 1.20.03 . 28 . 09 . 5 . 2 . 2,Belanja Barang dan Jasa,164707931,
1.20 . 1.20.03 . 29,Program Pemantapan Penyelenggaraan Otonomi Daerah, Pemerintahan Daerah dan Pemerintahan Wilayah,5455094500,
1.20 . 1.20.03 . 29 . 01,Evaluasi Penyelenggaraan Otonomi Daerah,899592000,
1.20 . 1.20.03 . 29 . 01 . 5 . 2 . 1,Belanja Pegawai,269330000,
1.20 . 1.20.03 . 29 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,630262000,
1.20 . 1.20.03 . 29 . 02,Pemantapan Pelaksanaan Urusan/Kewenangan Daerah,707378500,
1.20 . 1.20.03 . 29 . 02 . 5 . 2 . 1,Belanja Pegawai,219208000,
1.20 . 1.20.03 . 29 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,488170500,
1.20 . 1.20.03 . 29 . 04,Pembinaan dan Evaluasi Kinerja Pemerintah Kecamatan,817000100,
1.20 . 1.20.03 . 29 . 04 . 5 . 2 . 1,Belanja Pegawai,181320000,
1.20 . 1.20.03 . 29 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,635680100,
1.20 . 1.20.03 . 29 . 06,Inovasi Pembangunan dan Kompetisi Antar Kecamatan,1357249800,
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 1,Belanja Pegawai,439225000,
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,918024800,
1.20 . 1.20.03 . 29 . 09,Pembinaan dan Evaluasi Kinerja Pemerintah Kelurahan,829499600,
1.20 . 1.20.03 . 29 . 09 . 5 . 2 . 1,Belanja Pegawai,82700000,
1.20 . 1.20.03 . 29 . 09 . 5 . 2 . 2,Belanja Barang dan Jasa,746799600,
1.20 . 1.20.03 . 29 . 10,Inovasi Pembangunan dan Kompetisi antar Kelurahan,844374500,
1.20 . 1.20.03 . 29 . 10 . 5 . 2 . 1,Belanja Pegawai,76130000,
1.20 . 1.20.03 . 29 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,768244500,
1.03 . 1.20.03 . 31,Program Peningkatan Kualitas dan Penertiban Bangunan Serta Pembangunan Bangunan,400000000,
1.03 . 1.20.03 . 31 . 11,Penyusunan Detail Engineering Design,400000000,
1.03 . 1.20.03 . 31 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,400000000,
1.20 . 1.20.03 . 33,Program pembinaan dan pengembangan aparatur,1236127750,
1.20 . 1.20.03 . 33 . 06,Penyusunan instrumen analisis jabatan PNS,811480250,
1.20 . 1.20.03 . 33 . 06 . 5 . 2 . 1,Belanja Pegawai,98500000,
1.20 . 1.20.03 . 33 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,712980250,
1.20 . 1.20.03 . 33 . 15,Monitoring Evaluasi dan Pelaporan,204975000,
1.20 . 1.20.03 . 33 . 15 . 5 . 2 . 1,Belanja Pegawai,158400000,
1.20 . 1.20.03 . 33 . 15 . 5 . 2 . 2,Belanja Barang dan Jasa,46575000,
1.20 . 1.20.03 . 33 . 18,Penataan Takah PNSD,170272500,
1.20 . 1.20.03 . 33 . 18 . 5 . 2 . 1,Belanja Pegawai,120050000,
1.20 . 1.20.03 . 33 . 18 . 5 . 2 . 2,Belanja Barang dan Jasa,50222500,
1.20 . 1.20.03 . 33 . 21,Penyusunan Database Pegawai,49400000,
1.20 . 1.20.03 . 33 . 21 . 5 . 2 . 2,Belanja Barang dan Jasa,49400000,
1.20 . 1.20.03 . 37,Program Pembangunan Produk hukum Daerah,3786558475,
1.20 . 1.20.03 . 37 . 01,Legislasi rancangan peraturan daerah,681165000,
1.20 . 1.20.03 . 37 . 01 . 5 . 2 . 1,Belanja Pegawai,268400000,
1.20 . 1.20.03 . 37 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,412765000,
1.20 . 1.20.03 . 37 . 02,Publikasi dan dokumentasi peraturan perundang-undangan,584072000,
1.20 . 1.20.03 . 37 . 02 . 5 . 2 . 1,Belanja Pegawai,222875000,
1.20 . 1.20.03 . 37 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,345097000,
1.20 . 1.20.03 . 37 . 02 . 5 . 2 . 3,Belanja Modal,16100000,
1.20 . 1.20.03 . 37 . 03,Penyusunan rancangan peraturan dan keputusan kepala daerah,945813475,
1.20 . 1.20.03 . 37 . 03 . 5 . 2 . 1,Belanja Pegawai,405668000,
1.20 . 1.20.03 . 37 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,540145475,
1.20 . 1.20.03 . 37 . 04,Fasilitasi Pelaksanaan RANHAM,152488000,
1.20 . 1.20.03 . 37 . 04 . 5 . 2 . 1,Belanja Pegawai,67300000,
1.20 . 1.20.03 . 37 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,85188000,
1.20 . 1.20.03 . 37 . 05,Koordinasi/Konsultasi Penyusunan Produk Hukum Daerah,115000000,
1.20 . 1.20.03 . 37 . 05 . 5 . 2 . 1,Belanja Pegawai,57500000,
1.20 . 1.20.03 . 37 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,57500000,
1.20 . 1.20.03 . 37 . 06,Sosialisasi/Penyuluhan Peraturan Perundang-Undangan,881820000,
1.20 . 1.20.03 . 37 . 06 . 5 . 2 . 1,Belanja Pegawai,393675000,
1.20 . 1.20.03 . 37 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,488145000,
1.20 . 1.20.03 . 37 . 07,Pemberian Bantuan Hukum,426200000,
1.20 . 1.20.03 . 37 . 07 . 5 . 2 . 1,Belanja Pegawai,264000000,
1.20 . 1.20.03 . 37 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,162200000,
1.20 . 1.20.03 . 38,Program Koordinasi Perumusan dan Implementasi Kebijakan Ekonomi,5378561000,
1.20 . 1.20.03 . 38 . 01,Koordinasi dan Sinkronisasi Pelaksanaan CSR sebagai Salah Satu Pembangunan Ekonomi,1180000000,
1.20 . 1.20.03 . 38 . 01 . 5 . 2 . 1,Belanja Pegawai,530800000,
1.20 . 1.20.03 . 38 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,569200000,
1.20 . 1.20.03 . 38 . 01 . 5 . 2 . 3,Belanja Modal,80000000,
1.20 . 1.20.03 . 38 . 02,Koordinasi dan Sinkronisasi Peningkatan Kapasitas BUMD,1150700000,
1.20 . 1.20.03 . 38 . 02 . 5 . 2 . 1,Belanja Pegawai,340350000,
1.20 . 1.20.03 . 38 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,810350000,
1.20 . 1.20.03 . 38 . 03,Optimalisasi Pengembangan Usaha Daerah,928970000,
1.20 . 1.20.03 . 38 . 03 . 5 . 2 . 1,Belanja Pegawai,308570000,
1.20 . 1.20.03 . 38 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,620400000,
1.20 . 1.20.03 . 38 . 04,Koordinasi dan Sinkronisasi Pelaksanaan Pengembangan Potensi dan Daya Saing Kota,1408851000,
1.20 . 1.20.03 . 38 . 04 . 5 . 2 . 1,Belanja Pegawai,215425000,
1.20 . 1.20.03 . 38 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,1193426000,
1.20 . 1.20.03 . 38 . 05,Koordinasi dan Sinkronisasi Pelaksanaan Produksi dan Distribusi Barang dan Jasa,710040000,
1.20 . 1.20.03 . 38 . 05 . 5 . 2 . 1,Belanja Pegawai,320690000,
1.20 . 1.20.03 . 38 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,389350000,
,SURPLUS / (DEFISIT),-310911063914,
