jenis_peraturan,nomor_peraturan,tahun,judul_peraturan,dokumen_peraturan
Keputusan Walikota,180/KEP.078-BAG.HUK-HAM,2011, TIM PELAKSANA FASILITASI PENERBITAN PRODUK HUKUM DAERAH NON PERATURAN DAERAH TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/180.kep.078-Bag.Huk-HAM-2011.pdf
Keputusan Walikota,180/KEP.082-BAG.HUK-HAM,2011, PANITIA PELAKSANA PENYULUHAN HUKUM TERPADU KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/180.kep.082-Bag.Huk.HAM-2011.pdf
Keputusan Walikota,180/KEP.306-BAG.HUK-HAM,2011, TIM PEMBINAAN KELUARGA SADAR HUKUM KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/180.Kep.306-Bag.Huk-HAM-2011.pdf
Keputusan Walikota,147.4/KEP.387-BKPPM,2011," PENETAPAN KECAMATAN DAN KELURAHAN, PENUNJUKAN PENANGGUNG JAWAB TINGKAT KECAMATAN, PENANGGUNG JAWAB OPERASIONAL KEGIATAN (PJOK) DAN PENANGGUNG JAWAB TINGKAT KELURAHAN PROGRAM NASIONAL PEMBERDAYAAN MASYARAKAT(PNPM) MANDIRI PERKOTAAN DI KOTA BANDUNG",http://jdih.net/bandung/web/pdfperda/147.4.Kep.387-BKPPM-2011.pdf
Keputusan Walikota,147.4/KEP.772-BKPPM,2011, PENETAPAN BADAN KESWADAYAAN MASYARAKAT (BKM) TERBAIK HASIL EVALUASI KINERJA BADAN KESWADAYAAN MASYARAKAT (BKM AWARD) KOTA BANDUNG TAHUN 2011,http://jdih.net/bandung/web/pdfperda/147.4.kep.772-bkppm-2011.pdf
Keputusan Walikota,147.4/KEP.915-BKPPM,2011," PENETAPAN LOKASI KELURAHAN, ALOKASI DANA DAN TIM PENGENDALI PELAKSANAAN REPLIKASI PROGRAM PENGEMBANGAN LINGKUNGAN PERMUKIMAN BERBASIS KOMUNITAS ATAU NEIGHBOURHOOD DEVELOPMENT KOTA BANDUNG TAHUN 2011",http://jdih.net/bandung/web/pdfperda/147.4.kep.915-BKPPM-2011.pdf
Keputusan Walikota,147.14/KEP. 909-BAG.TU-SETDA,2011," PEMBERIAN BELANJA HIBAH KEPADA TIM PENGGERAK PEMBERDAYAAN DAN PEMBINAAN KESEJAHTERAAN KELUARGA (TP-PKK) KECAMATAN DAN TIM PENGGERAK PEMBERDAYAAN DAN PEMBINAAN KESEJAHTERAAN KELUARGA (TP-PKK) KELURAHAN KOTA BANDUNG TAHUN ANGGARAN 2011 WALIKOTA BANDUNG,",http://jdih.net/bandung/web/pdfperda/147.14.kep.909-bag.TU-setda-2011.pdf
Keputusan Walikota,147.14/KEP. 626-BAG.TU-SETDA,2011, PEMBERIAN BELANJA HIBAH KEPADA TIM PENGGERAK PEMBERDAYAAN DAN PEMBINAAN KESEJAHTERAAN KELUARGA (TP-PKK) KECAMATAN DAN TIM PENGGERAK PEMBERDAYAAN DAN PEMBINAAN KESEJAHTERAAN KELUARGA (TP-PKK) KELURAHAN KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/147.14-kep.626-Bag.TU-Setda-2011.pdf
Keputusan Walikota,140/KEP.104-BKPPM/2011,2011,PEMBENTUKAN KELOMPOK KERJA PROFIL KELURAHAN TINGKAT KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/kepwal No.140-kep.104-BKPPM-2011 ttg POKJA PROFIL KELURAHAN.pdf
Keputusan Walikota,140/KEP.104-BKPPM,2011, PEMBENTUKAN KELOMPOK KERJA PROFIL KELURAHAN TINGKAT KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/140.kep.104-BKPPM-2011.pdf
Keputusan Walikota,140/KEP.468-BAG.PEM.UM,2011, PEMBENTUKAN TIM KOORDINASI PERCEPATAN PEMBANGUNAN KELURAHAN BERMARTABAT (P2KB) DAN SATUAN KERJA (SATKER) PERCEPATAN PEMBANGUNAN KELURAHAN BERMARTABAT (P2KB) TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/140.Kep.468-Bag.Pem.Um-2011.pdf
Keputusan Walikota,130.04/KEP.134-BAPPEDA,2011, TIM PENYUSUN LAPORAN KETERANGAN PERTANGGUNGJAWABAN (LKPJ) WALIKOTA BANDUNG TAHUN ANGGARAN 2010,http://jdih.net/bandung/web/pdfperda/130.04.kep.134-BAPPEDA-2011.pdf
Keputusan Walikota,065.1/KEP.853-DISKOMINFO,2011, PEJABAT PENGELOLA INFORMASI DAN DOKUMENTASI PADA SATUAN KERJA PERANGKAT DAERAH DI LINGKUNGAN PEMERINTAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/065.1.kep.853-DisKomInfo-2011.pdf
Keputusan Walikota,045.63/KEP.726-KAPUSARDA,2011, PERSETUJUAN PEMUSNAHAN ARSIP BERKAS KEUANGAN DI LINGKUNGAN PEMERINTAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/045.63.kep.726-KaPusArDa-2011.pdf
Keputusan Walikota,045/KEP.553-KAPUSARDA,2011, PEMBENTUKAN TIM PENYUSUN JADWAL RETENSI ARSIP KEPEGAWAIAN DAN ARSIP KEUANGAN DI LINGKUNGAN PEMERINTAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/045.Kep.553-Kapusarda-2011.pdf
Keputusan Walikota,045/KEP.834-KAPUSARDA,2011, PEMBENTUKAN TIM PENYUSUN NASKAH KAJIAN RANCANGAN PERATURAN WALIKOTA BANDUNG TENTANG TATA KEARSIPAN DI LINGKUNGAN PEMERINTAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/045.kep.834-KaPusArDa-2011.pdf
Keputusan Walikota,045/KEP.928-KAPUSARDA,2011, JUARA LOMBA DALAM RANGKA PENYELENGGARAAN KEARSIPAN TERBAIK DI LINGKUNGAN PEMERINTAH KOTA BANDUNG TAHUN 2011,http://jdih.net/bandung/web/pdfperda/045.kep.928-Bag.Pem.Um-2011.pdf
Keputusan Walikota,027/KEP.460-DPKAD,2011, PENETAPAN STATUS PENGGUNAAN BARANG MILIK DAERAH PADA DINAS PENGELOLAAN KEUANGAN DAN ASET DAERAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/027.kep.460-DPKAD-2011.pdf
Keputusan Walikota,027/KEP.666.DINKES,2011, STANDARISASI HARGA TERTINGGI HONORARIUM JASA PELAYANAN KESEHATAN DI LINGKUNGAN DINAS KESEHATAN KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/027.kep.666-dinkes-2011.pdf
Keputusan Walikota,027/KEP.1059-BAPPEDA,2011, TIM PELAKSANA KEGIATAN PENYUSUNAN STANDAR PROSEDUR OPERASIONAL LAYANAN PENGADAAN BARANG/JASA SECARA ELEKTRONIK DI LINGKUNGAN PEMERINTAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/027.Kep.1059-BAPPEDA-2011.pdf
Keputusan Walikota,024/KEP.841-BAG.PEMUM,2011, PENETAPAN KELURAHAN PENERIMA ALOKASI KENDARAAN RODA DUA BANTUAN DARI GUBERNUR JAWA BARAT TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/024.kep.841-Bag.Pem.Um-2011.pdf
Keputusan Walikota,060/KEP.691-ORPAD,2011, PEMBENTUKAN JABATAN FUNGSIONAL TERTENTU DI LINGKUNGAN PEMERINTAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/060.kep.691-ORPAD-2011.pdf
Keputusan Walikota,060/KEP.695-ORPAD,2011, FORMASI JABATAN FUNGSIONAL TERTENTU DI LINGKUNGAN PEMERINTAH KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/060.kep.695-ORPAD-2011.pdf
Keputusan Walikota,050/KEP.081-BAPPEDA/2011,2011,TIM KERJA PENYELENGGARAAN MUSYAWARAH PERENCANAAN PEMBANGUNAN (MUSRENBANG) RENCANA KERJA PEMERINTAH DAERAH (RKPD),http://jdih.net/bandung/web/pdfperda/Kepwal No.050-kep.081-BAPPEDA-2011 ttg Tim Musrenbang TA2011.pdf
Keputusan Walikota,050/KEP.081-BAPPEDA,2011, TIM KERJA PENYELENGGARAAN MUSYAWARAH PERENCANAAN PEMBANGUNAN (MUSRENBANG) RENCANA KERJA PEMERINTAH DAERAH (RKPD),http://jdih.net/bandung/web/pdfperda/050.kep.081-BAPPEDA-2011.pdf
Keputusan Walikota,050/KEP.763-BAPPEDA,2011, TIM ASISTENSI PERCEPATAN PEMBANGUNAN 7 (TUJUH) AGENDA PRIORITAS PEMBANGUNAN DAERAH,http://jdih.net/bandung/web/pdfperda/050.kep.763-bappeda-2011.pdf
Keputusan Walikota,003/KEP.111-KES.MAS,2011, PEMBENTUKAN PANITIA TETAP PELAKSANA PERINGATAN PERISTIWA BANDUNG LAUTAN API (BLA),http://jdih.net/bandung/web/pdfperda/003.kep.111-Kes.Mas-2011.pdf
Keputusan Walikota,003/KEP.491-BAG.KES.MAS,2011, PEMBENTUKAN PANITIA TETAP PERINGATAN HARI-HARI BESAR ISLAM DI KOTA BANDUNG,http://jdih.net/bandung/web/pdfperda/003.Kep.491-Bag.Kes.Mas-2011.pdf
Keputusan Walikota,003/KEP.492-BAG.KES.MAS,2011, PEMBENTUKAN PANITIA PELAKSANA KEGIATAN PEMBERIAN HONORARIUM GURU MADRASAH,http://jdih.net/bandung/web/pdfperda/003.Kep.492-Bag.Kes.Mas-2011.pdf
Keputusan Walikota,003/KEP. 504-BAG.KES.MAS,2011, PEMBERIAN BELANJA HIBAH KEPADA PANITIA TETAP PERINGATAN HARI-HARI BESAR NASIONAL (PHBN) DAN HARI JADI KOTA BANDUNG (HJKB) DALAM RANGKA HARI JADI KOTA BANDUNG TAHUN ANGGARAN 2011,http://jdih.net/bandung/web/pdfperda/003.kep.504-Bag.Kes.Mas-2011.pdf
