id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,nama_kegiatan,jenis_belanja,jenis_pengadaan,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,pemilihan_penyedia,awal_pemilihan,akhir_pemilihan,awal_pekerjaan,akhir_pekerjaan,,,
3611208,"Belanja peralatan kamera, infocus + layar dan saund sistem",73700000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Penyediaan perlengkapan peralatan aparatur,Barang/jasa,Barang,1 paket,Dinas Sosial,"Belanja peralatan kamera, infocus + layar dan saund sistem penunjang kegiatan Penyediaan perlengkapan peralatan aparatur",APBD,73700000,"1.13.1.13.01.02.12.5.2.3.27.05,29.02.12.01",Pengadaan Langsung,01/02/2015,31/03/2015,31/03/2015,30/04/2015,,,
3612336,Pemberdayaan Orang Tua Anjal,105000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pelayanan Sosial Bagi Anak Jalanan melalui Pemberdayaan Orang Tua Anak,Barang/jasa,Jasa Lainnya,1 Paket,Dinas Sosial,Belanja Pemberdayaan Orang Tua Najal Penunjang Kegiatan Pelayanan Sosial Bagi Anak Jalanan melalui Pemberdayaan Orang Tua Anak,APBD,105000000,1.13.1.13.01.17.08.5.2.2.03.21,Pengadaan Langsung,01/04/2015,30/04/2015,01/05/2015,30/06/2015,,,
3613208,Belanja jasa penyelenggara acara,90000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pendayagunaan para penyandang cacat dan eks trauma,Barang/jasa,Jasa Lainnya,1 paket,Dinas Sosial,Belanja jasa penyelenggara acara penunjang kegiatan Pendayagunaan para penyandang cacat dan eks trauma,APBD,90000000,1.13.1.13.01.18.04.5.2.2.03.21,Pengadaan Langsung,01/07/2015,31/07/2015,01/07/2015,30/09/2015,,,
3579099,Belanja jasa pengawasan,16936443,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pemeliharaan rutin/berkala gedung kantor,Barang/jasa,Jasa Konsultansi,1 paket,Dinas Sosial,Belanja jasa pengawasan penunjang kegiatan Pemeliharaan rutin/berkala gedung kantor,APBD,16936443,1.13.1.13.01.02.22.5.2.2.21.03,Pengadaan Langsung,01/02/2015,31/03/2015,31/03/2015,30/04/2015,,,
3612699,Belanja Listrik dan Elektronik,20000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pengadaan Sarana Panti Persinggahan,Barang/jasa,Barang,1 Paket,Dinas Sosial,Belanja Listrik dan Elektronik Penunjang Kegiatan Pengadaan Sarana Panti Persinggahan,APBD,20000000,1.13.1.13.01.19.07.5.2.2.01.03,Pengadaan Langsung,01/02/2015,28/02/2015,01/03/2015,31/03/2015,,,
3612219,Belanja Makanan Pokok Kegiatan Peningkatan Pelayanan Lanjut Usia Luar Panti,75000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Peningkatan Pelayanan Lanjut Usia Luar Panti,Barang/jasa,Barang,1 Paket,Kota Bandung,Belanja Makanan Pokok Kegiatan Peningkatan Pelayanan Lanjut Usia Luar Panti,APBD,75000000,1.13.01.22.02.5.2.2.02.06,Pengadaan Langsung,01/04/2015,30/04/2015,01/07/2015,31/07/2015,,,
3633748,Belanja jasa konsultasi penelitian,50000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Jasa konsultasi pelaksanaan undian gratis berhadiah dan sumbangan sosial di kota bandung,Barang/jasa,Jasa Konsultansi,1 paket,Dinas Sosial,Belanja jasa konsultasi penelitian penunjang kegiatan Jasa konsultasi pelaksanaan undian gratis berhadiah dan sumbangan sosial di kota bandung,APBD,50000000,1.13.1.13.01.21.08.5.2.2.21.01,Pengadaan Langsung,01/07/2015,31/07/2015,01/09/2015,30/09/2015,,,
3550096,Belanja jasa Cleaning Service,189084000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Penyediaan jasa kebersihan kantor,Barang/jasa,Jasa Lainnya,1 paket,Dinas Sosial,Belanja jasa Cleaning Service penunjang kegiatan Penyediaan jasa kebersihan kantor,APBD,189084000,1.13.1.13.01.01.08.5.2.2.03.15,Pengadaan Langsung,01/02/2015,31/03/2015,31/03/2015,30/04/2015,,,
3582338,Belanja pakaian adat daerah,31250000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pengadaan pakaian khusus hari-hari tertentu,Barang/jasa,Barang,50 stel,Dinas Sosial,Belanja pakaian adat daerah penunjang kegiatan Pengadaan pakaian khusus hari-hari tertentu,APBD,31250000,1.13.1.13.01.03.05.5.2.2.14.02,Pengadaan Langsung,01/02/2015,31/03/2015,31/03/2015,30/04/2015,,,
3613381,"Belanja makan dan minum peserta dan panitia HDI, belanja snack peserta pemeriksa kesehatan",75700000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pendayagunaan para penyandang cacat dan eks trauma,Barang/jasa,Barang,3028 paket 125 orang,Dinas Sosial,Belanja minum peserta dan panitia HDI penunjang kegiatan Pendayagunaan para penyandang cacat dan eks trauma,APBD,75700000,1.13.1.13.01.18.04.5.2.2.11.05,Pengadaan Langsung,01/07/2015,31/07/2015,01/09/2015,30/09/2015,,,
3575974,Belanja modal pengadaan Server,110000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pengadaan perlengkapan peralatan aparatur,Modal,Barang,1 paket,Dinas Sosial,Belanja modal pengadaan Server penunjang kegiatan Pengadaan perlengkapan peralatan aparatur,APBD,110000000,1.13.1.13.01.02.12.5.2.3.29.01,Pengadaan Langsung,01/02/2015,31/03/2015,31/03/2015,30/04/2015,,,
3611279,Persediaan Makanan Pokok untuk Korban Bencana Alam,114600000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Penanganan masalah-masalah strategis yang menyangkut tanggap sepat darurat dan kejadian luar biasa,Barang/jasa,Barang,1 Paket,Dinas Sosial,Persediaan Makanan Pokok untuk Korban Bencana Penunjang Kegiatan Penanganan masalah-masalah strategis yang menyangkut tanggap sepat darurat dan kejadian luar biasa,APBD,114600000,1.13.1.13.01.16.10.5.2.2.02.06,Pengadaan Langsung,01/02/2015,28/02/2015,28/02/2015,31/03/2015,,,
3611404,Belanja Jasa Konsultan Perencanaan Kegiatan Pembangunan Pusat Bimbingan Konseling bagi Eks Penyandang Penyakit Sosial,400000000,Lelang Umum,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Kegiatan Pembangunan Pusat Bimbingan Konseling bagi Eks Penyandang Penyakit Sosial,Barang/jasa,Jasa Konsultansi,1 Paket,Kota Bandung,Belanja Jasa Konsultan Perencanaan Kegiatan Pembangunan Pusat Bimbingan Konseling bagi Eks Penyandang Penyakit Sosial,APBD,400000000,1.13.01.20.02.5.2.2.21.02,Lelang Umum,02/02/2015,27/02/2015,02/03/2015,31/03/2015,,,
3611460,Pakaian Kerja Lapangan,20000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Penanganan masalah-masalah strategis yang menyangkut tanggap sepat darurat dan kejadian luar biasa,Barang/jasa,Barang,1 Paket,Dinas Sosial,Belanja Pakaian Kerja Lapangan Penunjang Kegiatan Penanganan masalah-masalah strategis yang menyangkut tanggap sepat darurat dan kejadian luar biasa,APBD,20000000,1.13.1.13.01.16.10.5.2.2.13.01,Pengadaan Langsung,01/04/2015,30/04/2015,01/05/2015,31/05/2015,,,
3611700,Penyelenggaraan Festival Anjal,185000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pengembangan bakat dan keterampilan anak terlantar,Barang/jasa,Jasa Lainnya,1 Paket,Dinas Sosial,Penyelenggaraan Festival Anjal Penunjang Kegiatan Pengembangan bakat dan keterampilan anak terlantar,APBD,185000000,1.13.1.13.01.17.04.5.2.2.03.21,Pengadaan Langsung,01/07/2015,31/07/2015,01/08/2015,31/08/2015,,,
3611944,Jasa Penyelenggaraan ( Banch Marking ),136000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Peningkatan keterampilan tenaga pembina anak terlantar,Barang/jasa,Jasa Lainnya,1 Paket,Dinas Sosial,Belanja Jasa Penyelenggaraan (Banch Marking)Penunjang Kegiatan Peningkatan keterampilan tenaga pembina anak terlantar,APBD,136000000,1.13.1.13.01.17.05.5.2.2.03.21,Pengadaan Langsung,01/04/2015,30/04/2015,01/05/2015,30/06/2015,,,
3611363,Belanja Jasa Konsultasi Pengembangan Kegiatan Kajian Inventarisasi dan Indentifikasi PMKS Kota Bandung,50000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Kegiatan Kajian Inventarisasi dan Indentifikasi PMKS Kota Bandung,Barang/jasa,Jasa Konsultansi,1 Paket,Kota Bandung,Belanja Jasa Konsultasi Pengembangan Kegiatan Kajian Inventarisasi dan Indentifikasi PMKS Kota Bandung,APBD,50000000,1.13.01.16.12.5.2.2.21.04,Pengadaan Langsung,01/04/2015,30/04/2015,01/06/2015,30/06/2015,,,
3612839,Sewa Tempat (Rumah Singgah),200000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pengadaan Sarana Panti Persinggahan,Barang/jasa,Jasa Lainnya,1 Tahun,Dinas Sosial,Belanja Sewa Tempat (Rumah Singgah) Penunjang Kegiatan Pengadaan Sarana Panti Persinggahan,APBD,200000000,1.13.1.13.01.19.07.5.2.2.11.02,Pengadaan Langsung,01/02/2015,28/02/2015,01/03/2015,31/03/2015,,,
3626447,"Belanja sewa tempat penginapan, sewa tempat",39750000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pemberdayaan eks penyandang penyakit sosial,Barang/jasa,Jasa Lainnya,129 orang/hari 1 paket,Dinas Sosial,"Belanja sewa tempat penginapan, sewa tempat penunjang kegiatan Pemberdayaan eks penyandang penyakit sosial",APBD,39750000,1.13.1.13.01.20.04.5.2.2.08.01,Pengadaan Langsung,01/01/2015,31/01/2015,01/03/2015,31/03/2015,,,
3582446,Belanja pakaian batik tradisional,60000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pengadaan pakaian khusus hari-hari tertentu,Barang/jasa,Barang,50 stel,Dinas Sosial,Belanja pakaian batik tradisional penunjang kegiatan Pengadaan pakaian khusus hari-hari tertentu,APBD,60000000,1.13.1.13.01.03.05.5.2.2.14.03,Pengadaan Langsung,01/02/2015,31/03/2015,31/03/2015,30/04/2015,,,
3613051,Belanja ATK Kegiatan Penyuluhan Sosial Keliling,22130000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Penyuluhan Sosial Keliling,Barang/jasa,Barang,1 Paket,Kota Bandung,Belanja ATK Kegiatan Penyuluhan Sosial Keliling,APBD,22130000,1.13.01.21.05.5.2.2.01.01,Pengadaan Langsung,01/04/2015,30/04/2015,01/05/2015,29/05/2015,,,
3624891,Belanja sewa kendaraan roda enam,16000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Peningkatan keterampilan tenaga pelatih dan pendidik,Barang/jasa,Jasa Lainnya,4 unit/hari,Dinas Sosial ,Belanja sewa kendaraan roda enam penunjang kegiatan Peningkatan keterampilan tenaga pelatih dan pendidik ,APBD,16000000,1.13.1.13.01.18.05.5.2.2.08.01,Pengadaan Langsung,01/04/2015,30/04/2015,01/06/2015,30/06/2015,,,
3632038,Belanja Bahan Percontohan Kegiatan Pendidikan dan Pelatihan Keterampilan Berusaha Eks Penyandang Penyakit Sosial,150000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Kegiatan Pendidikan dan Pelatihan Keterampilan Berusaha Eks Penyandang Penyakit Sosial,Barang/jasa,Barang,3 Paket,Kota Bandung,Belanja Bahan Percontohan Kegiatan Pendidikan dan Pelatihan Keterampilan Berusaha Eks Penyandang Penyakit Sosial,APBD,150000000,1.13.01.20.01.5.2.2.02.07,Pengadaan Langsung,11/02/2015,27/02/2015,11/02/2015,31/08/2015,,,
3612682,Alat Tulis Kantor,20000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pengadaan Sarana Panti Persinggahan,Barang/jasa,Barang,1 Paket,Dinas Sosial,Alat Tulis Kantor Penunjang Kegiatan Pengadaan Sarana Panti Persinggahan,APBD,20000000,1.13.1.13.01.19.07.5.2.2.01.02,Pengadaan Langsung,01/02/2015,28/02/2015,01/03/2015,31/03/2015,,,
3579353,Belanja bahan bakar minyak dan pelumas,454000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pemeliharaan rutin/berkala kendaraan dinas/operasional,Barang/jasa,Barang,1 paket,Dinas Sosial,Belanja bahan bakar minyak dan pelumas penunjang kegiatan Pemeliharaan rutin/berkala kendaraan dinas/operasional,APBD,454000000,1.13.1.13.01.01.02.24.5.2.2.01.06,Pengadaan Langsung,01/02/2015,31/03/2015,31/03/2015,30/04/2015,,,
3611993,Belanja Makanan Pokok Kegiatan Operrasi dan Pemeliharaan Sarana dan Prasarana Panti Asuhan/Jompo,90000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Kegiatan Operrasi dan Pemeliharaan Sarana dan Prasarana Panti Asuhan/Jompo,Barang/jasa,Barang,300 Paket,Kota Bandung,Belanja Makanan Pokok Kegiatan Operrasi dan Pemeliharaan Sarana dan Prasarana Panti Asuhan/Jompo,APBD,90000000,1.13.01.19.03.5.2.2.02.06,Pengadaan Langsung,02/02/2015,27/02/2015,02/03/2015,31/03/2015,,,
3611390,Belanja ATK Pembangunan Pusat Bimbingan Konseling bagi Eks Penyandang Penyakit Sosial,30000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pembangunan Pusat Bimbingan Konseling bagi Eks Penyandang Penyakit Sosial,Barang/jasa,Barang,1 Paket,Kota Bandung,Belanja ATK Pembangunan Pusat Bimbingan Konseling bagi Eks Penyandang Penyakit Sosial,APBD,30000000,1.13.01.20.02.5.2.2.01.01,Pengadaan Langsung,02/02/2015,27/02/2015,03/03/2015,31/03/2015,,,
3613174,Belanja bahan medis habis pakai alat bantu kesehatan untuk PEDI,120000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pendayagunaan para penyandang cacat dan eks trauma,Barang/jasa,Barang,1 paket,Dinas Sosial,Belanja bahan medis habis pakai alat bantu kesehatan untuk PEDI penunjang kegiatan Pendayagunaan para penyandang cacat dan eks trauma,APBD,120000000,1.13.1.13.01.18.04.5.2.2.02.09,Pengadaan Langsung,01/07/2015,31/07/2015,01/09/2015,30/09/2015,,,
3624782,"Belanja sewa tempat pertemuan, sewa tempat penginapan",52500000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Peningkatan keterampilam tenaga pelatih dan pendidik,Barang/jasa,Jasa Lainnya,2 hari 198 paket,Dinas Sosial,"Belanja sewa tempat pertemuan, sewa tempat penginapan penunjang kegiatan Peningkatan keterampilam tenaga pelatih dan pendidik",APBD,52500000,1.13.1.13.01.18.05.5.2.2.07.02,Pengadaan Langsung,01/04/2015,30/04/2015,01/06/2015,30/06/2015,,,
3611310,Belanja ATK Kegiatan Kajian Inventarisasi dan Indentifikasi PMKS Kota Bandung,40000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Kegiatan Kajian Inventarisasi dan Indentifikasi PMKS Kota Bandung,Barang/jasa,Barang,1 Paket,Kota Bandung,Belanja ATK Kegiatan Kajian Inventarisasi dan Indentifikasi PMKS Kota Bandung,APBD,40000000,1.13.01.16.12.5.2.2.01.01,Pengadaan Langsung,01/04/2015,30/04/2015,01/06/2015,30/06/2015,,,
3611273,Belanja Makan dan Minum Rapat Kegiatan Penyusunan Kebijakan Pelayanan dan Rehabilitasi Sosial bagi PMKS,23000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Kegiatan Penyusunan Kebijakan Pelayanan dan Rehabilitasi Sosial bagi PMKS,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Belanja Makan dan Minum Rapat Kegiatan Penyusunan Kebijakan Pelayanan dan Rehabilitasi Sosial bagi PMKS,APBD,23000000,1.13.01.16.08.5.2.2.11.02,Pengadaan Langsung,01/04/2015,30/04/2015,01/06/2015,30/06/2015,,,
3611734,Penyelenggaraan Bakat dan Keterampilan Antar Angkatan 3,193520000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pengembangan Bakat dan Keterampilan Anak Terlantar,Barang/jasa,Jasa Lainnya,1 Paket,Dinas Sosial,Penyelenggaraan Pengembangan Bakat dan Keterampilan Antar Angkatan 3 Penunjang Kegiatan Pengembangan Bakat dan Keterampilan Anak Terlantar,APBD,193520000,1.13.1.13.01.17.04.5.2.2.03.21,Pengadaan Langsung,01/04/2015,30/04/2015,01/05/2015,30/06/2015,,,
3612458,Alat Tulis Kantor Kelengkapan Forum RPA Kota Bandung,41600000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Peningkatan Kualitas Pelayanan Sarana dan Prasarana Pelayanan Sosial Anak,Barang/jasa,Barang,1 Paket,Dinas Sosial,Alat Tulis Kantor untuk kelengkapan Forum RPA Kota Bandung Penunjang Kegiatan Peningkatan Kualitas Pelayanan Sarana dan Prasarana Pelayanan Sosial Anak,APBD,41600000,1.13.1.13.01.17.10.5.2.2.01.10,Pengadaan Langsung,01/02/2015,28/02/2015,01/03/2015,31/03/2015,,,
3626388,Alat Tulis Kantor Ralkoor,21500000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,"Peningkatan Kemampuan (Capacity Building) petugas dan pendamping sosial pemberdayaan fakir miskin, KAT dan PMKS lainya",Barang/jasa,Barang,1 Paket,Dinas Sosial,"Alat Tulis Kantor Peserta Ralkoor Penunjang Kegiatan Peningkatan Kemampuan (Capacity Building) petugas dan pendamping sosial pemberdayaan fakir miskin, KAT dan PMKS lainya",APBD,21500000,1.13.01.01.15.01.5.2.2.01.01,Pengadaan Langsung,01/04/2015,30/04/2015,01/05/2015,30/06/2015,,,
3611301,Persediaan Makanan Pokok untuk Korban Bencana,114600000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Penanganan masalah-masalah strategis yang menyangkut tanggap sepat darurat dan kejadian luar biasa,Barang/jasa,Barang,1 Paket,Dinas Sosial,Persediaan Makanan Pokok untuk Koarban Bencana Penunjang Kegiatan Penanganan masalah-masalah strategis yang menyangkut tanggap sepat darurat dan kejadian luar biasa,APBD,114600000,1.13.1.13.01.16.10.5.2.2.01.04,Pengadaan Langsung,01/04/2015,30/04/2015,01/05/2015,30/06/2015,,,
3550327,Belanja Alat Tulis Kantor,50700000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Penyediaan alat tulis kantor,Barang/jasa,Barang,1 paket,Dinas Sosial,Belanja Alat Tulis Kantor penunjang kegiatan Penyediaan alat tulis kantor,APBD,50700000,1.13.1.13.01.01.10.5.2.2.01.01,Pengadaan Langsung,01/02/2015,31/03/2015,31/03/2015,30/04/2015,,,
3612587,Belanja Bahan Percontohan,37500000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Peningkatan Kualitas Pelayanan Sarana dan Prasarana Pelayanan Sosial Anak,Barang/jasa,Jasa Lainnya,25 orang,Dinas Sosial,Belanja Bahan Percontohan Penunjang Kegiatan Peningkatan Kualitas Pelayanan Sarana dan Prasarana Pelayanan Sosial Anak,APBD,37500000,1.13.1.13.01.17.11.5.2.2.02.07,Pengadaan Langsung,01/04/2015,30/04/2015,30/04/2015,30/06/2015,,,
3611742,Pameran Karya Anak Jalanan Berprestasi,172500000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pengembangan Bakat dan Keterampilan Anak Terlantar,Barang/jasa,Jasa Lainnya,1 Paket,Dinas Sosial,Pameran Karya Anak Jalanan Berprestasi Penunjang Kegiatan Pengembangan Bakat dan Keterampilan Anak Terlantar,APBD,172500000,1.13.1.13.01.17.04.5.2.2.03.21,Pengadaan Langsung,01/10/2015,31/10/2015,01/11/2015,31/12/2016,,,
3611343,Belanja Makan dan Minum Kegiatan Kajian Inventarisasi dan Indentifikasi PMKS Kota Bandung,38000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Kegiatan Kajian Inventarisasi dan Indentifikasi PMKS Kota Bandung,Barang/jasa,Jasa Lainnya,1 Paket,Kota Bandung,Belanja Makan dan Minum Kegiatan Kajian Inventarisasi dan Indentifikasi PMKS Kota Bandung,APBD,38000000,1.13.01.16.12.5.2.2.11.05,Pengadaan Langsung,01/04/2015,30/04/2015,01/04/2015,30/06/2015,,,
3611693,Penyelenggaraan Pengembangan Bakat dan Keterampilan Antar Angkatan I,193520000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pengembangan bakat dan keterampilan anak terlantar,Barang/jasa,Jasa Lainnya,1 Paket,Dinas Sosial,Penyelenggaraan Pengembangan Bakat dan Keterampilan Penunjang Kegiatan Pengembangan bakat dan keterampilan anak terlantar,APBD,193520000,1.13.1.13.01.17.04.5.2.2.03.21,Pengadaan Langsung,01/02/2015,28/02/2015,01/03/2015,31/03/2015,,,
3626714,"Belanja makan dan minum peserta dan panitia, snack peserta dan panitia",24940000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Pemberdayaan eks penyandang penyakit sosial,Barang/jasa,Barang,860 orang,Dinas Sosial,"Belanja makan dan minum peserta dan panitia, snack peserta dan panitia sebagai penunjang kegiatan Pemberdayaan eks penyandang penyakit sosial",APBD,24940000,1.13.1.13.01.20.04.5.2.2.11.05,Pengadaan Langsung,01/01/2015,31/01/2015,01/03/2015,31/03/2015,,,
3611140,"Belanja peralatan accesoris kendaraan, mesin absensi, papan informasi digital",95621000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Penyediaan peralatan dan perlengkapan kantor,Barang/jasa,Barang,1 paket,Dinas Sosial,"Belanja peralatan accesoris kendaraan, mesin absensi, papan informasi digital penunjang kegiatan Penyediaan peralatan dan perlengkapan kantor",APBD,95621000,1.13.1.13.01.01.13.5.2.3.27.05,Pengadaan Langsung,01/02/2015,31/03/2015,31/03/2015,30/04/2015,,,
3611899,JAsa Penyelenggaraan Acara Tenaga Pembina ANTAR/ANJAL,190000000,Pengadaan Langsung,APBD,Pemerintah Daerah Kota Bandung,DINAS SOSIAL,2015,Peningkatan Keterampilan Tenaga Pembinaan Anak Terlantar,Barang/jasa,Jasa Lainnya,1 Paket,Dinas Sosial,Belanja Jasa Penyelenggaraan Acara Tenaga Pembina ANTAR /ANJAL Penunjang Kegiatan Peningkatan Keterampilan Tenaga Pembinaan Anak Terlantar,APBD,190000000,1.13.1.13.01.17.05.5.2.2.03.21,Pengadaan Langsung,01/07/2015,31/07/2015,01/08/2015,30/09/2015,,,
